game,date,time,field,bracket,ROUND,team,SCORE
449,4/15/12,12:00 PM,UNV Upland Country DS,U13B,3,UNV,
449,4/15/12,12:00 PM,UNV Upland Country DS,U13B,1,ASH ,
418,4/15/12,3:00 PM,WC Kelly Field,U13B,3,WC4,
418,4/15/12,3:00 PM,WC Kelly Field,U13B,3,ABG,
62,4/15/12,4:30 PM,WC Kelly Field,U15A,2,WC,
62,4/15/12,4:30 PM,WC Kelly Field,U15A,2,ST,
213,4/16/12,6:30 PM,ABG Huntingdon Upper,U13C,2,ABG,
213,4/16/12,6:30 PM,ABG Huntingdon Upper,U13C,4,BYC,
378,4/16/12,6:30 PM,AVG Avon Grove HS,U13B,4,AVG1,
378,4/16/12,6:30 PM,AVG Avon Grove HS,U13B,3,WC1,
386,4/16/12,6:30 PM,BYC Garnet Valley MS,U13B,4,BYC2,
386,4/16/12,6:30 PM,BYC Garnet Valley MS,U13B,4,WC3,
265,4/16/12,6:30 PM,COV Batdorf Park,U15B,3,COV,
265,4/16/12,6:30 PM,COV Batdorf Park,U15B,2,PHX,
253,4/16/12,6:30 PM,CVL Black Rock 6,U15B,3,CVL,
253,4/16/12,6:30 PM,CVL Black Rock 6,U15B,4,ASH,
341,4/16/12,6:30 PM,CVL Mt Kirk,U13B,3,CVL,
341,4/16/12,6:30 PM,CVL Mt Kirk,U13B,2,LV,
238,4/16/12,6:30 PM,CVL Warrior Field,U13C,3,CVL,
238,4/16/12,6:30 PM,CVL Warrior Field,U13C,3,ASH,
443,4/16/12,6:30 PM,GV Great Valley MS,U13B,4,GV,
443,4/16/12,6:30 PM,GV Great Valley MS,U13B,4,BYC1,
248,4/16/12,6:30 PM,KEN Kennett MS,U13C,5,KEN,
248,4/16/12,6:30 PM,KEN Kennett MS,U13C,3,UNV,
324,4/16/12,6:30 PM,KEN Legacy Field A,U15B,4,KEN,
324,4/16/12,6:30 PM,KEN Legacy Field A,U15B,4,WC2,
310,4/16/12,6:30 PM,LV Pine Creek,U15B,3,LV2,
310,4/16/12,6:30 PM,LV Pine Creek,U15B,4,UNV,
420,4/16/12,6:30 PM,UNV Patton MS 17,U13B,4,UNV,
420,4/16/12,6:30 PM,UNV Patton MS 17,U13B,2,ST1,
428,4/16/12,6:30 PM,WB Embreeville,U13B,4,WB,
428,4/16/12,6:30 PM,WB Embreeville,U13B,3,ST2,
445,4/16/12,6:30 PM,WC Kelly Field,U13B,3,WC2,
445,4/16/12,6:30 PM,WC Kelly Field,U13B,4,PHX,
306,4/16/12,8:00 PM,WC Kelly Field,U15B,3,WC1,
306,4/16/12,8:00 PM,WC Kelly Field,U15B,3,LV1,
229,4/16/12,6:30 PM,WC Rustin HS,U13C,3,WC,
229,4/16/12,6:30 PM,WC Rustin HS,U13C,3,AVG,
358,4/17/12,6:30 PM,ABG Huntingdon Upper,U13B,4,ABG,
